46912014	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H](CCN2C(=O)C(NC(=O)C(NC(=O)[C@@H]3C[C@H](CN3C(=O)C(NC1=O)[C@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@H](CC(=O)N)O)O)O)O
156328238	C[C@@H](C(=O)N[C@H]1CC(NC1)O)NC(=O)C
155474071	C1=CC=C(C=C1)C2=NC(=NC(=N2)C3=CC4=C(C=C3)C(=CC=C4)C5=CC6=C(C=C5)C7=C(C=C6)OC8=CC=CC=C87)C9=CC=CC=C9
156327977	CCN[C@H](CC1=CC=C(C=C1)OCC(C)C)C(=O)C(C)C
91852411	C[C@H]1[C@H](C[C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H]([C@@H](O[C@@H]([C@H]4O)CO)O)NC(=O)C)CO)O)O[C@H]5[C@H](C[C@@H]([C@@H](O5)C)O)O)O)O)O
98465620	CC(C)(C)OC(=O)CCCCCC(=O)N1CCN(CC1)[C@H](C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24
129226501	CC1=C(C=CC=N1)C(C)(F)F
156342611	COCCC1CCC2(CCNCC2)C3=CC=CC=C13
62019958	CCOC1=CC=CC=C1NS(=O)(=O)CC2=CC=CC=C2N
114178628	CC(C)N1C=CC(=N1)CNC2CCCC2CO
55586760	C1CN(CCN1C(=O)CCNS(=O)(=O)C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)C(F)(F)F
129226362	COC1=C(C(=CC=C1)OC)C2=CC(=NN2C3CCCC3)C(=O)N[C@@H](CCNCC4=CC=NC=C4)CC(=O)O
44092038	CC1=C(C=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC=CC=N4)F
156342566	CC(C)(C)OC(=O)NOCCOC1CC(C1)OC(F)(F)F
91852051	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O)O)NC(=O)C)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO)O)O)O)O)NC(=O)C)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)NC(=O)C)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O
97225545	CC(=O)C1=CC=C(C=C1)NC(=O)NC[C@@H]2CC[C@H](O2)C(=O)N
156330011	CC1=CC(=C(C=C1)CC2=CC=CC=C2Cl)Cl
1253574	CC1=C(SC2=C1C(=O)N(C(=N2)SCC(=O)C3=CC=C(C=C3)OC)CC4=CC=CO4)C
156340001	C1COCCN1C(=O)C2=CC=C(C=C2)C(=O)NCC(CCC3=C(C=C(C=C3)O)CN)O
4251928	C1=CC2=C(C(=C(C=C2C=C1NC3=CC4=CC(=C(C(=C4C=C3)O)N=NC5=C6C=C(C=CC6=C(C=C5)N=NC7=C(C=C(C=C7)[N+](=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC8=CC9=CC(=CC(=C9C=C8)O)S(=O)(=O)[O-])O
23239475	CCCCCCC[C@@H]1C([C@@H](O[C@@H](O1)C)CC(=O)OCC)(C)C
156339998	C[C@@H](/C(=N\C1=NC=CC=N1)/N=CN)NC2=C3C=C(C=C(C3=NC=C2)C(F)(F)F)C(F)(F)F
15572	C1C(OC(O1)C2=CC=CC=C2)CO
156329027	C=NC1=C(C(=CC(=C1OC(F)(F)F)C(C(F)F)O)C2=CSC=N2)OCN3CC4CCC(C3)N4
129227392	CC(C)(CN1C=C(C2=C1C=CN(C2=O)CC(=O)N3CCC(C3)F)C4=CC(=C(C=C4)F)Cl)O
63029745	CC(C)NC(CCN1CCCCCC1)C(=O)O
156329024	CCC1CCOC(C1)CC2=CC=CS2
155472640	C1=CC=C(C=C1)CN(CC2=CC=C(C=C2)C3=CC=CC=C3)C4=CN=CC=C4
156328211	CN1CCCC(CC1)C2=CC(=C(C=C2)Cl)CCl
114182723	CN1C=CC(=C1)CNC(=O)C2=C(C=C(C=C2)F)N
156327950	CC1=CC2=C(C=C1)N(C3=CC=CC=C32)C4=CC=CC(=C4C5=C(C=CC=C5N6C7=C(C=C(C=C7)C)C8=CC=CC=C86)C(F)(F)F)C9=NC(=NC(=N9)C1=CC=CC=C1)C1=CC=CC=C1
83837782	C1CC(CNC1)NC2=NC=NC3=C2COC3
129232461	CC(C)(C(=O)O)SC1=C2C=C(C=CC2=NC=C1)C3=CC=C(C=C3)C(F)(F)F
156327947	CC(C)(C)C1=CC(=CC(=C1)S(=O)(=O)C)SC2=CC=C(S2)C(=O)O
772835	CC1=C(SC(=N1)N)C(=O)NN=CC2=CN=CC=C2
22516381	CC1=CC=C(S1)C2=NN=C3N2C4=CC=CC=C4C(=O)N3CC5=CC=C(C=C5)F
129226485	C[C@H](C(=O)OCC1CNCCN1)N[P@@]2(=O)OCC([C@@H](O2)C(=O)NCCC(=O)OC)(C)C
156342581	C=C1CC2(CCN(CC2)C3=CC4=C(CCCC4)C(=O)N3)C5=C([C@H]1CC6=CC=CC=C6)C=C(C=C5F)F
519383	CCCCC(C)CCCCC(C)C
54958679	CC(C)C1=CSC(=N1)NC(=O)[C@H](CCSC)N
71663019	CCCCCCC#CC[C@H]1C[C@H]2CCCCC[C@H]2N1C(=O)OC(C)(C)C
129226342	C1CC(C1)NS(=O)(=O)C[C@H](CC(=O)N2CCCC(C2)(F)F)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35
3294021	CC1=C(C=NN1C2=CC=CC=C2)C(=C3C(N(C(=O)C3=O)CCCN4CCOCC4)C5=CC(=CC=C5)OC)O
156342536	C[C@@H]1C2C[C@@H](CC(N2C3=CN(N=C3)C4CC(C4)OC(F)(F)F)CO1)NC(=O)OC(C)(C)C
1850759	C1=CC=C(C=C1)/C=C/C(=O)NC2=NN=C(S2)SCC(=O)C3=CC=C(C=C3)Br
64406831	CC1CCC(CC1)(C(=N)N)NC(=O)NC2=CC=CC=C2F
156329981	CC(=O)CCC1=CC2=C(C=C1)N(C(=N2)NC3=CC=C(C=C3)OC(F)(F)F)[C@@H](C4=CC=CC=C4)C(C)(C)C
49688186	CC1=CC(=NO1)C(=O)NCC2CCN(CC2)S(=O)(=O)C
156339971	CC(C)(C)OC(=O)N1CC2=C(C[C@H]1[C@@H](CNC(=O)C3=CC=C(C=C3)OC4CCN(CC4)CC5=CC=NC=C5)O)C=CC(=C2)O
65228291	CCC(CN)C(=O)N(C)C(C)C(=O)O
22752470	CS(=O)(=O)C1=CC2=C(C=C1)OC(C3N2C(=O)NC3)C4=CC=CC=C4
156339968	CC[C@@]12CCCC[C@@H]1[C@H](CC3=C2C=C(C=C3)OC)N(C)C4=CC=C(C=C4)N
69808886	C=C(CC(=O)OC1=CC=CC2=CC=CC=C21)C(=O)OCC(=O)C3CCCCC3
156328997	CCOC(=O)C1CC2=C(CN1C(=O)C(C3=CC=CC=C3)OC4CCC(CC4)O)C=CC(=C2OCC5=CC=CC=C5)OC
129227377	C1CCN(C1)C(=O)CN2C=NC3=C(C2=O)C(=CN3CCO)C4=CC(=C(C=C4)F)Cl
29157908	C1CCN(C1)C(=O)CN2CCN(CC2)CC(=O)NC3=CC=CC=C3SCC#N
156328994	CCOC(=O)C1CC2=C(CN1C(=O)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=CC(=C2OCC5=CC=CC=C5)OC
4239164	CC(C)C1=CC=C(C=C1)NC(=O)NC2=CC(=C(C=C2)N3CCN(CC3)C4=CC=CC=C4OC)C(=O)NCCN5CCOCC5
156328181	C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)C4=CC5=C(C=C4)SC6=C5C=C(C=C6)Cl
2961553	C1C2CC3CC1CC(C2)(C3)C(C(=O)NC4=NC=CS4)NC(=O)COC5=CC=CC=C5
156327920	C/C=C\C(=C/C=C)\C1=C(C=C(C=C1)N(C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=CC=C4)C5=CC6=C(C=C5)C7=CC=CC=C7S6)C8=CC=CC9=C8SC1=CC=CC=C91
63702476	CC(C)N(C=O)C(C)(C1=C(C=C(C=C1)F)F)C(=O)O
129232446	CCC(C)(CC)SC1=C2C=C(C=CC2=NC=C1)C3=CC(=CC=C3)C(F)(F)F
156327917	CN(C)C(=S)COCC(=S)N(C)C
91852391	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2NC(=O)C)O)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O)O)O
133566	CC1=NC=C(N1C)N
155472379	CC(C)(C)OC(=O)CCC(C(=O)OC(C)(C)C)NC(=O)NC(CCCCNC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C3CCC(CC3)CNC(=O)C(CCCCNC(=O)CN4CCN(CCN(CCN(C4)CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C)NC(=O)CCCCCCC(=O)ON5C(=O)CCC5=O)C(=O)OC
156342551	CC1=CC2=C(C=C1)N=C(C=C2)C(=O)NC34CC(C3)(C4)NC(=O)COC5CC(C5)F
97112179	COC1=NC=NC(=C1)N2CC[C@@]3(C2)CCCN(C3=O)C4CCCC4
61891692	CN1CCC(CC1)N(C)S(=O)(=O)C2=C(C=CC=C2Cl)N
1169053	COC1=CC=C(C=C1)N2C(=NN=C2SC)C3=CC=CC=C3Br
129226323	COC1=C(C(=CC=C1)OC)C2=CC(=NN2C3CCCC3)C(=O)N[C@@H](CCC4=CC=CC=C4)C(=O)NC5=NNN=N5
57203722	CC(C)C(C)(C)C=CC1=CC=CN1
156342506	C=C(CCNC(=O)C1=NC2=C(C=C1)C=C(C=C2)Cl)NC(=O)COC3CC(C3)OC(F)(F)F
91852031	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO[C@@]6(C[C@@H]([C@H]([C@@H](O6)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)O)NC(=O)C)O)CO)O)NC(=O)C)O)O)O
107533	CCCCCCCCCCSC(=N)N.Br
156329951	COC(=O)CCC1=CC2=C(C=C1)N(C(=N2)NC3=CC=C(C=C3)OC(F)(F)F)[C@@H]4CCC5=CC=CC=C45
59240715	CC1=CC(=[N+](C2=CC3=C(C=C12)OC([C@@H]([C@H]3NCCC4=CC=C(C=C4)F)O)(C)C)O)Cl
156339941	COC1CCC(CC1)CSC2=CC=C(C=C2)O
4251864	CS(=O)(=O)C1=CC(=C(C=C1)SCC(=O)OC2=CC=CC=C2)[N+](=O)[O-]
60310128	CC(CNS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC(F)(F)F)OC2=CC=CC=C2
156339938	COC1CCC(CC1)CSC2=CC=C(C=C2)Br
731457	CCOC(=O)CN1C=NC2=C(C1=O)C(=CS2)C3=CC=C(C=C3)Cl
156328967	CC1=C(C2=C(CN([C@@H](C2)C(=O)O)C([C@H](C3=CC=CC=C3)OC4CC(C4)(F)F)O)C=C1)OCC5=CC=CC=C5
129227362	CC1C2=C(C(=CC=C2)C(C)C)N3CN(C4=CC=CC1=C43)C5=C(C=CC=C5C(C)C)C(C)C
1776072	CCC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=C(O3)C4=CC(=C(C=C4)C)C(=O)[O-])/C(=O)NC2=S
156328964	COC1=C(C2=C(CN(CC2)C(=O)C(C3=CC=CC=C3)OC4=C(C=C(C=C4)F)F)C=C1)OCC5=CC=CC=C5
59591075	CCCCOC(=O)CC1C2=C(CCN1C(=O)OC(C)(C)C)C(=C(C=C2)C3=NOC(=N3)C4=CC(=C(C=C4)OC(C)C)Cl)C
156328151	C1=CC=C2C(=C1)C=CC=C2C3=CC=C(C=C3)N(C4=CC(=CC=C4)N(C5=CC6=C(C=C5)SC7=CC=CC=C76)C8=CC9=C(C=C8)C1=C(S9)C=C(C=C1)C1=CC2=C(C=C1)C1=CC=CC=C1N2C1=CC=CC2=CC=CC=C21)C1=CC=CC2=CC=CC=C21
61897699	CCC(CC)N(C)CCC(C)(C#N)NC1CC1
156327890	C1=CC=C(C=C1)C2=CC=C(C=C2)N(C3=CC(=C(C=C3)C4=CC=CC=C4)C5=CC=CC6=C5SC7=CC=CC=C67)C8=C9C1=CC=CC=C1OC9=CC=C8
63556525	CCCNCC1=CC(=NC2=CC=CC=C21)OC3CCOC3
129232431	CCN1CCC(C1)CC2=CC=CC=C2SONC3=C(C4=C(C=C3)C5CC5CO4)C(=O)OC
156327887	C1=CC=C(C=C1)C2=C(C=CC(=C2)NC3=CC=CC4=C3OC5=CC=CC=C45)C6=CC=CC7=C6SC8=CC=CC=C78
61511260	CCCN1C(=O)CC(C1=O)NC(CC(C)C)CN(C)C
44101464	CC(C)COC1=CC=C(C=C1)C2=NOC(=N2)C3CCC(=O)N3CC4=CC=C(C=C4)C=C
129226455	CC1(CN(C1)CC[C@@H](CC(=O)O)NC(=O)C2=NN(C(=C2)C3=CC=CC=C3C(F)(F)F)C4CCCC4)C
156342521	C=C(CCNC(=O)C1=NC2=C(S1)C=CC(=C2)Cl)NC(=O)COC3CC(C3)OC(F)(F)F
3393797	CC1=CC(=C(C=C1NC(=O)COC(=O)C2=C(C=CC(=C2)SC)Cl)OC)[N+](=O)[O-]
45245038	CC1=C(N=CC=C1)N2CCN(CC2)CC3CCCO3
60311812	CCN1C(=CC(=N1)C)C(=O)NC(C)(CNC(=O)OC(C)(C)C)C(C)C
155472337	CC1(C2=CC=CC=C2C3=C1C=C(C=C3)N(C4=CC=C(C=C4)C5=CC=C(C=C5)C6=CC=C(C=C6)N7C8=CC=CC=C8C9=CC=CC=C97)C1=CC=CC=C1C1=CC=C(C=C1)C1=CC=CC=C1)C
28938849	C1=CC(=C(C=C1F)Br)NCC2=CC=C(S2)Br
156342476	C1[C@@H]2CN(C[C@@H]2CC1NC(=O)COC3=CC(=C(C=C3)Cl)F)C4CC(C4)OCC(=O)O
30857981	CC1=C(C(=NO1)C)C(=O)N2CCN(CC2)CC3=NN=NN3C4=CC=C(C=C4)F
2036558	CCOC(=O)C1=CC=C(C=C1)OC2=C(OC3=C(C2=O)C=CC(=C3)OC(=O)C4=CC=C(C=C4)Cl)C
156329921	CC1=CC(=NC(=C1N=C)C=O)C2=CN3C=C(N=C3C(=C2)F)C
4237301	C1=CC=NC=C1.C1=CC=NC=C1.C1=CC=NC=C1.C1=CC=NC=C1.Cl[Ni]Cl
156339911	CCOC1=C(C=CC(=C1)C(=O)N2C3CCC2OC3)C(=O)NC[C@H]([C@@H]4CC5=C(CN4)C=C(C=C5)O)O
24610013	CC1=C(C(=NN1C2=CC=CC=C2)C)C(=O)C(=O)N3CCN(CC3)CC4=NC(=NO4)C5=CC=CS5
163530562	CCCOC1CCC(=C)C2C1CCCC2
156339908	C1CC[C@]23CCN([C@H]([C@H]2C1)CC4=C3C=C(C=C4)O)S(=O)(=O)C5=CC=C(C=C5)N
44091973	CC1=CC(=C(C=C1)N2CC(CC2=O)C3=NC(=NO3)C4=CC=C(C=C4)OC(C)C)F
156328937	COC1=C(C2=C(CN([C@H](C2)C(=O)O)C(=O)[C@H](CP=C)OC3=CC=CS3)C=C1)OCC4=CC=CC=C4
129227347	CC1CN(C1)C(=O)CN2C=CC3=C(C2=O)C(=CS3)C4=CC(=C(C=C4)F)C(F)(F)F
55679993	COC1=C(C=C(C=C1)NC(=O)C2=CC=C(O2)C3=NC4=CC=CC=C4S3)OCC5=CC=NC=C5
156328934	COC1=C(C2=C(CN([C@H](C2)CC(=O)O)C(=O)[C@H](C3=CC=CC=C3)OC4=C(C=C(C=C4F)F)F)C=C1)OCC5=CC=CC=C5
114179330	C1CCC(C(C1)CCl)NC2=CN=CC3=NN=NN23
156328121	C1=CC=C(C=C1)C2=CC(=CC(=C2)NC3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC6=C(C=C5)SC7=CC=CC=C76)C8=CC=CC=C8
129198343	CC(C)C(C(=O)N1CCC[C@H]1C2=NC3=C(N2)C=C(C=C3)[C@H]4CC[C@@H](N4C5=CC=C(C=C5)Cl)C6=CC7=C(C=C6)N=CN7)NC(=O)OC
156327860	C1=CC=C(C=C1)C2=CC(=CC(=C2)N(C3=CC=CC4=C3SC5=CC=CC=C45)C6=CC7=CC=CC=C7C8=CC=CC=C86)C9=C1C2=CC=CC=C2SC1=CC=C9
63556491	C1COCC1OC2=C(C=CC=N2)CO
129232416	CCCCCCCCCC(C1=CC=C(C=C1)OCC(C)(C)C)C2=CC=C(C=C2)OC(C)(C)C
156327857	C1=CC=C(C=C1)C2=C(C=CC(=C2)NC3=CC=CC4=C3SC5=CC=CC=C45)C6=CC7=C(C=C6)C8=CC=CC=C8O7
91852371	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)CO)O)O)O
55675796	CC1CCN(C2C1CCCC2)C(=O)C3=CC=C(C=C3)N4C(=CC(=N4)C)C
129226440	C1CC(CN(C1)CC[C@@H](CC(=O)O)NC(=O)C2=NN(C(=C2)C3=CC=CC=C3C(F)(F)F)C4CCOCC4)(F)F
156342491	CCN1C(=O)N(C(=O)C2C(C1=O)C\3C2/C(=C\C=C\4/N(C5=CC=CC6=C5C4=CC=C6)C)/CC/C3=C/C=C/7\N(C8=CC=CC9=C8C7=CC=C9)C)CC
119128458	CC1=NN2CC(CCC2=N1)NCC3=NC=C(N3)C4=CC(=CC=C4)Br
155472370	CC1=CC2=C(CCC(O2)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C(=C1OC)C
62024916	CC1CC(=O)N(C1=O)CC(=O)CC2=CC=CC=C2
129226293	CCOC1=CC(=C(C(=C1)F)C2=CC(=NN2C3CCCC3)C(=O)N[C@@H](CCN4CCCCC4)CC(=O)NC5CCC5)F
14526	C1=CC=C2C(=C1)NC(=O)C=N2
156342446	CCN(C=O)/C(=N\N(C)C1=C(C=C2C(=C1)C(=CC(=N2)C3=C(C(=O)NN3C)Cl)C(C)C)F)/CO
91852011	C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)NC(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO[C@@]8(C[C@@H]([C@H]([C@@H](O8)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)O)NC(=O)C)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[C@@]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)O)NC(=O)C)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@@]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)NC(=O)C)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O[C@@]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)O)O)O)NC(=O)C)O)O)NC(=O)C)O)O)O
161886615	C1=CC=NC(=C1)Cl.C1=CC(=CC(=C1)O)C(F)(F)F
156329891	CCCN(CC(=O)NCCS)C(=O)CN(CCC1=CNC2=CC=CC=C21)C(=O)CNC(=O)C(CCCNC(=O)N)NC(=O)CN(CCC3=CNC4C3C=CC=C4)C(=O)[C@H](CC5=CN=CN5)N
98463754	C[C@]12[C@H]([C@@H](C3=CC=CC=C3O1)N4C(=O)/C(=C\C5=CC(=C(C=C5)OC)COC6=C(C=C(C=C6)F)F)/SC4=N2)C(=O)OC
156339881	CC(C)(CN1CCOCC1)CSC2=CC=C(C=C2)Br
155474416	CSCN1CCC2=C(C1)C(=O)NO2
119128308	COC1=C(C(=CC(=C1)C(=O)N2CCCC3(C2)CCCCC3)Cl)OCC(=O)N
156339878	CC(C)(CN1CCOCC1)CS(=O)(=O)C2=CC=C(C=C2)O
44202883	C1=CC(=C2C(=C1O)OC3=CC(=CC(=C3C2=O)O)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O
156328907	CC(C)OC1=CC(=C(C(=C1)N=C)OCN2CC3CCC(C2)N3)C4=NC=CS4
129227332	C1C(CN1C(=O)CN2C=CC3=C(C2=O)C(=CS3)C4=CC(=C(C=C4)Cl)CF)(F)F
